"","Scap_PJ_019","Scap_PJ_020","Scap_PJ_021","Scap_PJ_022","Scap_PJ_023","Scap_PJ_024","Scap_PJ_025","Scap_PJ_026","Scap_PJ_027"
"Scap_2C01_ad_02447",6653,7446,6355,6744,5751,6737,8469,9298,9372
"Scap_2C01_ad_02448",182272,177853,142175,157924,147579,175998,82527,94125,91058
"Scap_2C01_ad_02449",161220,157888,138099,145762,142500,176301,95227,105079,97158
"Scap_2C01_ad_02450",12557,12052,10933,10138,9202,11354,9862,10528,10531
"Scap_2C01_ad_02451",946,889,856,795,670,983,908,939,830
"Scap_2C01_ad_02452",7183,7379,6635,6822,5857,7881,7050,8229,7378
"Scap_2C01_ad_02453",18299,18218,14142,32982,26609,32937,30569,31914,35028
"Scap_2C01_ad_02454",6050,6806,5428,6131,4708,4954,4363,5320,5428
"Scap_2C01_ad_02455",31671,34858,26049,35466,28833,28887,26422,30478,31223
"Scap_2C01_ad_02456",6359,7019,5312,6859,5572,5428,4884,5735,5200
"Scap_2C01_ad_02457",12622,13306,10673,11196,9503,10272,8376,9217,9019
"Scap_2C01_ad_02458",2917,2996,2648,1743,1578,2034,1915,2125,2075
